Kalem_No	Gtip	Ticari_tanimi	Mensei_ulke	Brut_agirlik	Net_agirlik	Miktar	Rejim	Kap_adedi	Fatura_miktari	Fatura_miktarinin_dovizi	Dokuman_1_Belge_tarihi	Dokuman_1_Dogrulama	Dokuman_1_Kod	Dokuman_1_Referans	Dokuman_2_Belge_tarihi	Dokuman_2_Dogrulama	Dokuman_2_Kod	Dokuman_2_Referans	Dokuman_3_Belge_tarihi	Dokuman_3_Dogrulama	Dokuman_3_Kod	Dokuman_3_Referans	Dokuman_4_Belge_tarihi	Dokuman_4_Dogrulama	Dokuman_4_Kod	Dokuman_4_Referans	Dokuman_5_Belge_tarihi	Dokuman_5_Dogrulama	Dokuman_5_Kod	Dokuman_5_Referans	Dokuman_6_Belge_tarihi	Dokuman_6_Dogrulama	Dokuman_6_Kod	Dokuman_6_Referans	Dokuman_7_Belge_tarihi	Dokuman_7_Dogrulama	Dokuman_7_Kod	Dokuman_7_Referans	SoruCevap_1_Cevap	SoruCevap_1_Soru_no	SoruCevap_2_Cevap	SoruCevap_2_Soru_no	SoruCevap_3_Cevap	SoruCevap_3_Soru_no	SoruCevap_4_Cevap	SoruCevap_4_Soru_no	SoruCevap_5_Cevap	SoruCevap_5_Soru_no	SoruCevap_6_Cevap	SoruCevap_6_Soru_no	Vergi_1_Kod	Vergi_1_Miktar	Vergi_1_Odeme_sekli	Vergi_1_Oran	Vergi_1_Vergi_matrahi	Vergi_2_Kod	Vergi_2_Miktar	Vergi_2_Odeme_sekli	Vergi_2_Oran	Vergi_2_Vergi_matrahi	Vergi_3_Kod	Vergi_3_Miktar	Vergi_3_Odeme_sekli	Vergi_3_Oran	Vergi_3_Vergi_matrahi	Vergi_matrahi	Aciklama_44	Aciklamalar	Acilacak_miktar	Adedi	Adi_unvani	Algilama_miktari_1	Algilama_miktari_2	Algilama_miktari_3	Alici_satici_iliskisi	Alici_vergi_no	Ambar_ici	Ambar_kodu	Antrepo_kodu	Banka_kodu	Banka_mektubu_tutari	Baska_rejim	Belge_tarihi	Beyan_sahibi_vergi_no	Beyanname_Tarihi	Beyanname_no	Cadde_s_no	Cevap	Cikis_ulkesi	Cikistaki_aracin_kimligi	Cikistaki_aracin_tipi	Cikistaki_aracin_ulkesi	Cinsi	Diger_tutar	Dogrulama	Esyanin_bulundugu_yer	GUMRUK	Gidecegi_sevk_ulkesi	Giris_gumruk_idaresi	Imalatci_firma_bilgisi	Istatistiki_kiymet	Istatistiki_miktar	KDV_Iceren_Yurtici_Giderler_Toplami	Kalem_Islem_Niteligi	Kalem_no	Kalem_sira_no	Kdv_orani	Kimlik_turu	Kod	Konteyner	Kullanici_kodu	Marka	Miktar_birimi	Muafiyetler_1	Musavir_referansi	Musavir_vergi_no	Nakdi_teminat_tutari	Navlun_miktari	Navlun_miktarinin_dovizi	No	Numara	Odeme	OdemeSekliKodu	OdemeTutari	Odeme_araci	Odeme_sekli	Oran	Ozellik	Ozetbeyan_islem_kapsami	Ozetbeyan_no	Referans	Referans_no	Sigorta_miktari	Sigorta_miktarinin_dovizi	Sinir_gecis_ucreti	Sinirdaki_aracin_kimligi	Sinirdaki_aracin_tipi	Sinirdaki_aracin_ulkesi	Sinirdaki_tasima_sekli	SiparisTuru	Soru_no	Tamamlayici_olcu_birimi	Tasima_satir_no	Tasima_senedi_no	Telafi_edici_vergi	Teminat_orani	Teminat_sekli	Teslim_sekli	Teslim_yeri	Ticaret_ulkesi	Tip	Toplam_fatura	Toplam_fatura_dovizi	Toplam_navlun	Toplam_sigorta	Toplam_sigorta_dovizi	Toplam_yurt_disi_harcamalar	Toplam_yurt_disi_harcamalarin_dovizi	Toplam_yurt_ici_harcamalar	Toplan_navlun_dovizi	Ulke_kodu	Uluslararasi_anlasma	Yuk_belgeleri_sayisi	Yukleme_bosaltma_yeri	YurtDisi_Demuraj	YurtDisi_Diger	YurtDisi_Faiz	YurtDisi_Komisyon	YurtDisi_Royalti	Yurt_ici_harcamalar	Yurtici_Banka	Yurtici_Cevre	Yurtici_Depolama	Yurtici_Diger	Yurtici_Diger_Aciklama	Yurtici_Kkdf	Yurtici_Kultur	Yurtici_Liman	Yurtici_Tahliye	mail1	mail2	mobil1
11	391690100019	PLASTİK PROFİL	004	57.73	42.51	350	7100	13	1463	EUR	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037													HAYIR	7780	EVET	4378	HAYIR	5178							10	0	P	0	59828.02	40	11973.31	C	20	59866.54						88387.69	*2025/5 tebliğ kapsamında değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	1660.78	350	0	11	25	11	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	5435.9	TRY	20DE000502333/YFKS	-	PESIN	1	1463	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	34.35	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	38.52	0	0	0	38.52	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
12	392690979018	KAMERA BRAKETİ	004	192.84	142.01	1350	7100	13	4887	EUR	04/02/2025	V	1102	18170099282013015773484	04/02/2025	V	0873	18110099232013015773484	04/02/2025	V	1010	18120099282013015773484	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037	HAYIR	7780	EVET	4378	EVET	5134	HAYIR	4293	EVET	4168	HAYIR	5178	10	0	P	0	199849.18	40	39995.57	C	20	199977.85						88387.69	*DTS 2025/05 EK1/B ,2025/05 EK2 tebliği kapsamı eşya değildir. Damping 2020/20, 2021/24 tebliği kapsamı eşya değildir. Ürün güvenliği denetimi 2025/11, 2025/12, 2025/17 tebliği kapsamı eşya değildir. Gözetim 2008/07 , 2024/01 gözetim tebliği kapsamı eşya değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	5547.65	1350	0	11	25	12	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	18157.95	TRY	20DE000502333/YFKS	-	PESIN	1	4887	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	114.74	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	128.67	0	0	0	128.67	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
13	392690979018	PLASTİK KAMERA BRAKETİ	004	182.89	134.69	900	7100	13	4635	EUR	04/02/2025	V	1102	18170099282013015773484	04/02/2025	V	0873	18110099232013015773484	04/02/2025	V	1010	18120099282013015773484	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037	HAYIR	7780	EVET	4378	EVET	5134	HAYIR	4293	EVET	4168	HAYIR	5178	10	0	P	0	189543.3	40	37933.07	C	20	189665.34						88387.69	*DTS 2025/05 EK1/B ,2025/05 EK2 tebliği kapsamı eşya değildir. Damping 2020/20, 2021/24 tebliği kapsamı eşya değildir. Ürün güvenliği denetimi 2025/11, 2025/12, 2025/17 tebliği kapsamı eşya değildir. Gözetim 2008/07 , 2024/01 gözetim tebliği kapsamı eşya değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	5261.57	900	0	11	25	13	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	17221.05	TRY	20DE000502333/YFKS	-	PESIN	1	4635	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	108.82	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	122.04	0	0	0	122.04	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
14	392690979018	YAĞMUR SENSÖRÜ BRAKETİ	004	14.32	10.55	1100	7100	13	363	EUR	04/02/2025	V	1102	18170099282013015773484	04/02/2025	V	0873	18110099232013015773484	04/02/2025	V	1010	18120099282013015773484	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037	HAYIR	7780	EVET	4378	EVET	5134	HAYIR	4293	EVET	4168	HAYIR	5178	10	0	P	0	14844.17	40	2970.75	C	20	14853.73						88387.69	*DTS 2025/05 EK1/B ,2025/05 EK2 tebliği kapsamı eşya değildir. Damping 2020/20, 2021/24 tebliği kapsamı eşya değildir. Ürün güvenliği denetimi 2025/11, 2025/12, 2025/17 tebliği kapsamı eşya değildir. Gözetim 2008/07 , 2024/01 gözetim tebliği kapsamı eşya değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	412.06	1100	0	11	25	14	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	1348.38	TRY	20DE000502333/YFKS	-	PESIN	1	363	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	8.52	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	9.56	0	0	0	9.56	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
15	392690979018	YAĞMUR SENSÖRÜ BRAKETİ	004	19.53	14.38	1500	7100	13	495	EUR	04/02/2025	V	1102	18170099282013015773484	04/02/2025	V	0873	18110099232013015773484	04/02/2025	V	1010	18120099282013015773484	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037	HAYIR	7780	EVET	4378	EVET	5134	HAYIR	4293	EVET	4168	HAYIR	5178	10	0	P	0	20242.31	40	4051.07	C	20	20255.34						88387.69	*DTS 2025/05 EK1/B ,2025/05 EK2 tebliği kapsamı eşya değildir. Damping 2020/20, 2021/24 tebliği kapsamı eşya değildir. Ürün güvenliği denetimi 2025/11, 2025/12, 2025/17 tebliği kapsamı eşya değildir. Gözetim 2008/07 , 2024/01 gözetim tebliği kapsamı eşya değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	561.91	1500	0	11	25	15	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	1838.96	TRY	20DE000502333/YFKS	-	PESIN	1	495	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	11.62	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	13.03	0	0	0	13.03	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
16	854442900019	KABLO (AKÜ TAKVİYE KABLOSU DEĞİLDİR)	720	2.05	1.51	100	7100	13	52	EUR	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	03/02/2025	V	0102	117696222-3-000037																	HAYIR	7780	EVET	4378	HAYIR	4293	HAYIR	5178					10	0	P	0	2126.31	40	489.33	C	20	2446.63	59	318.95	C	15	2126.31	88387.69	*2025/5 tebliğ kapsamında değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	59.03	100	0	11	25	16	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	193.03	TRY	20DE000502333/YFKS	-	PESIN	1	52	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	1.22	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	1.37	0	0	0	1.37	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
17	391690100019	AUDI A4, 15- WS-WATERPANEL MOULDİNG SELF-ADH. / PROFİL	004	37.19	27.39	250	7100	13	942.5	EUR	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037													HAYIR	7780	EVET	4378	HAYIR	5178							10	0	P	0	38542.56	40	7713.48	C	20	38567.38						88387.69	*2025/5 tebliğ kapsamında değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	1069.91	250	0	11	25	17	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	3501.84	TRY	20DE000502333/YFKS	-	PESIN	1	942.5	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	22.13	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	24.82	0	0	0	24.82	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
18	391690100019	PLASTİK PROFİL	004	252.74	186.12	1500	7100	13	6405	EUR	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037													HAYIR	7780	EVET	4378	HAYIR	5178							10	0	P	0	261926.33	40	52418.99	C	20	262094.97						88387.69	*2025/5 tebliğ kapsamında değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	7270.86	1500	0	11	25	18	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	23798.17	TRY	20DE000502333/YFKS	-	PESIN	1	6405	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	150.38	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	168.64	0	0	0	168.64	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
19	392690979018	PLASTİK BRAKET	004	75.76	55.79	600	7100	13	1920	EUR	04/02/2025	V	1102	18170099282013015773484	04/02/2025	V	0873	18110099232013015773484	04/02/2025	V	1010	18120099282013015773484	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037	HAYIR	7780	EVET	4378	EVET	5134	HAYIR	4293	EVET	4168	HAYIR	5178	10	0	P	0	78516.29	40	15713.37	C	20	78566.84						88387.69	*DTS 2025/05 EK1/B ,2025/05 EK2 tebliği kapsamı eşya değildir. Damping 2020/20, 2021/24 tebliği kapsamı eşya değildir. Ürün güvenliği denetimi 2025/11, 2025/12, 2025/17 tebliği kapsamı eşya değildir. Gözetim 2008/07 , 2024/01 gözetim tebliği kapsamı eşya değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	2179.55	600	0	11	25	19	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	7133.61	TRY	20DE000502333/YFKS	-	PESIN	1	1920	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	45.08	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	50.55	0	0	0	50.55	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
20	392690979018	PLASTİK KAMERA BRAKETİ	004	348.62	256.73	2850	7100	13	8835	EUR	04/02/2025	V	1102	18170099282013015773484	04/02/2025	V	0873	18110099232013015773484	04/02/2025	V	1010	18120099282013015773484	13/01/2025	V	0100	988675	16/01/2025	V	0301	L143558	16/01/2025	V	0300	L38305508	03/02/2025	V	0102	117696222-3-000037	HAYIR	7780	EVET	4378	EVET	5134	HAYIR	4293	EVET	4168	HAYIR	5178	10	0	P	0	361298.16	40	72306.16	C	20	361530.78						88387.69	*DTS 2025/05 EK1/B ,2025/05 EK2 tebliği kapsamı eşya değildir. Damping 2020/20, 2021/24 tebliği kapsamı eşya değildir. Ürün güvenliği denetimi 2025/11, 2025/12, 2025/17 tebliği kapsamı eşya değildir. Gözetim 2008/07 , 2024/01 gözetim tebliği kapsamı eşya değildir.*	VEKALET= KARTAL 12. NOTERLİĞİ 23.08.2024 - 29476 [AEO:1-Yetkilendirilmiş Yükümlü TR/AEOF/24340015/19.07.2024]*Gümrük yönetmeliğinin 564/3. maddesine istinaden   Kayıt No: 89941737 13.10.2023 **ARDİYE FATURASI KDV LİDİR.*  [FOB Kıymetin %10u Navlun Bedeli Olarak Alınmıştır.]	13	13	PMA TOOLS AG	0	0	0	6	8140496162	HAYIR	A0085	A34000058	006401924034	0	HAYIR	03/02/2025	5610574424	12.02.2025	25341300AN00019630	Siemensring 4247877 Willich / Germany	HAYIR	004	34 HSE 378 / 34 MPP 122	4	052	BI	0	V	A34000058 EVOLOG ANTREPO	341300	004	343400	HAYIR	10029.35	2850	0	11	25	20	KDV18	YFKS	40	HAYIR	46450213454	ADDR	C62	NKIST	EVRT25-01638	8140496162	0	32826.3	TRY	20DE000502333/YFKS	-	PESIN	1	8835	B	C	20	01	3	25DE875682557544L1	117696222-3-000037	2500106403-406-411-407-408-409-412-401-402-403-410-404-405-401-402/3001/5500006713-6714-6715/BSERAB	207.43	TRY	0	34 HSE 378 / 34 MPP 122	3	052	17	9	5178	C62	1	52	0	100	GTRANT-1	EXW	ALMANYA	004	Gonderici	56970.32	EUR	211673.22	1337.58	TRY	0	TRY	1500	TRY	004	AT	9	MURATBEY GÜMRÜK MÜDÜRLÜĞÜ	0	0	0	0	0	232.62	0	0	0	232.62	Y.İÇİ	0	0	0	0	ali.kilicarslan@kizilkaya.com.tr	ali.kilicarslan@kizilkaya.com.tr	+905422312233
